Time,Population
12.47,12.8322
12.48,12.8348
12.49,12.8374
12.5,12.8399
12.51,12.8425
12.52,12.8451
12.53,12.8476
12.54,12.8502
12.55,12.8528
12.56,12.8553
12.57,12.8579
12.58,12.8605
12.59,12.8631
12.6,12.8656
12.61,12.8682
12.62,12.8708
12.63,12.8734
12.64,12.8759
12.65,12.8785
12.66,12.8811
12.67,12.8837
12.68,12.8862
12.69,12.8888
12.7,12.8914
12.71,12.894
12.72,12.8965
12.73,12.8991
12.74,12.9017
12.75,12.9043
12.76,12.9069
12.77,12.9094
12.78,12.912
12.79,12.9146
12.8,12.9172
12.81,12.9198
12.82,12.9224
12.83,12.9249
12.84,12.9275
12.85,12.9301
12.86,12.9327
12.87,12.9353
12.88,12.9379
12.89,12.9405
12.9,12.9431
12.91,12.9456
12.92,12.9482
12.93,12.9508
12.94,12.9534
12.95,12.956
12.96,12.9586
12.97,12.9612
12.98,12.9638
12.99,12.9664
13,12.969
13.01,12.9716
13.02,12.9742
13.03,12.9767
13.04,12.9793
13.05,12.9819
13.06,12.9845
13.07,12.9871
13.08,12.9897
13.09,12.9923
13.1,12.9949
13.11,12.9975
13.12,13.0001
13.13,13.0027
13.14,13.0053
13.15,13.0079
13.16,13.0105
13.17,13.0131
13.18,13.0157
13.19,13.0183
13.2,13.0209
13.21,13.0235
13.22,13.0261
13.23,13.0288
13.24,13.0314
13.25,13.034
13.26,13.0366
13.27,13.0392
13.28,13.0418
13.29,13.0444
13.3,13.047
13.31,13.0496
13.32,13.0522
13.33,13.0548
13.34,13.0574
13.35,13.0601
13.36,13.0627
13.37,13.0653
13.38,13.0679
13.39,13.0705
13.4,13.0731
13.41,13.0757
13.42,13.0784
13.43,13.081
13.44,13.0836
13.45,13.0862
13.46,13.0888
13.47,13.0914
13.48,13.0941
13.49,13.0967
13.5,13.0993
13.51,13.1019
13.52,13.1045
13.53,13.1072
13.54,13.1098
13.55,13.1124
13.56,13.115
13.57,13.1176
13.58,13.1203
13.59,13.1229
13.6,13.1255
13.61,13.1281
13.62,13.1308
13.63,13.1334
13.64,13.136
13.65,13.1386
13.66,13.1413
13.67,13.1439
13.68,13.1465
13.69,13.1492
13.7,13.1518
13.71,13.1544
13.72,13.157
13.73,13.1597
13.74,13.1623
13.75,13.1649
13.76,13.1676
13.77,13.1702
13.78,13.1728
13.79,13.1755
13.8,13.1781
13.81,13.1808
13.82,13.1834
13.83,13.186
13.84,13.1887
13.85,13.1913
13.86,13.1939
13.87,13.1966
13.88,13.1992
13.89,13.2019
13.9,13.2045
13.91,13.2071
13.92,13.2098
13.93,13.2124
13.94,13.2151
13.95,13.2177
13.96,13.2203
13.97,13.223
13.98,13.2256
13.99,13.2283
14,13.2309
14.01,13.2336
14.02,13.2362
14.03,13.2389
14.04,13.2415
14.05,13.2442
14.06,13.2468
14.07,13.2495
